Time(s),IDD(A),ISS(A),AixBi(V),AixBi(V),AixBi(V),AixBi(V),AixBi(V),AixBi(V),AixBi(V),AixBi(V),AixBi(V),AixBi(V),AixBi(V),AixBi(V),AixBi(V),AixBi(V),AixBi(V),AixBi(V),A0(V),B3(V),B2(V),B0(V),A2(V),B1(V),A1(V),A3(V)
     0.920e-9,  0.746333e-3,  0.000000e-3,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000
     0.930e-9,  0.705058e-3,  0.000000e-3,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000
     0.940e-9,  0.548290e-3,  0.000000e-3,     0.000,    -0.000,    -0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000
     0.950e-9,  0.451022e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000
     0.960e-9,  0.376745e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000
     0.970e-9,  0.289529e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000
     0.980e-9,  0.205423e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000
     0.990e-9,  0.187693e-3,  0.000000e-3,     0.001,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000
     1.000e-9,  0.187263e-3,  0.000000e-3,     0.002,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.000,     0.000,     0.000
     1.010e-9,  1.226443e-3,  0.000000e-3,     0.006,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.000,     0.000,     0.000
     1.020e-9,  1.258783e-3,  0.000000e-3,     0.012,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.000,     0.000,     0.000
     1.030e-9,  1.204864e-3,  0.000000e-3,     0.017,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.000,     0.000,     0.000
     1.040e-9,  1.067372e-3,  0.000000e-3,     0.022,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.000,     0.000,     0.000
     1.050e-9,  0.898512e-3,  0.000000e-3,     0.026,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650,     0.000,     0.000,     0.000
     1.060e-9,  0.669023e-3,  0.000000e-3,     0.029,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650,     0.000,     0.000,     0.000
     1.070e-9,  0.554666e-3,  0.000000e-3,     0.031,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650,     0.000,     0.000,     0.000
     1.080e-9,  0.404343e-3,  0.000000e-3,     0.032,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650,     0.000,     0.000,     0.000
     1.090e-9,  0.200948e-3,  0.000000e-3,     0.032,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650,     0.000,     0.000,     0.000
     1.100e-9,  0.263472e-3,  0.000000e-3,     0.031,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.000,     0.650,     0.000
     1.110e-9,  0.239485e-3,  0.000000e-3,     0.029,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.000,     0.650,     0.000
     1.120e-9,  0.298423e-3,  0.000000e-3,     0.026,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.000,     0.650,     0.000
     1.130e-9,  0.340289e-3,  0.000000e-3,     0.023,     0.000,     0.000,     0.001,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.000,     0.650,     0.000
     1.140e-9,  0.377276e-3,  0.000000e-3,     0.020,     0.000,     0.000,     0.002,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.000,     0.650,     0.000
     1.150e-9,  0.428499e-3,  0.000000e-3,     0.017,     0.000,     0.000,     0.005,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650,     0.000,     0.650,     0.000
     1.160e-9,  0.524957e-3,  0.000000e-3,     0.014,     0.000,     0.000,     0.010,    -0.000,     0.000,    -0.000,    -0.000,    -0.000,     0.000,    -0.000,    -0.000,    -0.000,     0.000,    -0.000,    -0.000,     0.650,     0.000,     0.000,     0.650,     0.650,     0.000,     0.650,     0.000
     1.170e-9,  0.647317e-3,  0.000000e-3,     0.011,     0.000,    -0.000,     0.019,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,     0.650,     0.000,     0.000,     0.650,     0.650,     0.000,     0.650,     0.000
     1.180e-9,  0.784696e-3,  0.000000e-3,     0.008,     0.000,    -0.000,     0.034,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,     0.650,     0.000,     0.000,     0.650,     0.650,     0.000,     0.650,     0.000
     1.190e-9,  0.931476e-3,  0.000000e-3,     0.006,    -0.000,    -0.000,     0.055,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,     0.650,     0.000,     0.000,     0.650,     0.650,     0.000,     0.650,     0.000
     1.200e-9,  1.083969e-3,  0.000000e-3,     0.004,    -0.000,    -0.000,     0.084,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.650
     1.210e-9,  2.499306e-3,  0.000000e-3,     0.002,     0.000,    -0.000,     0.121,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.650
     1.220e-9,  2.587054e-3,  0.000000e-3,     0.000,     0.000,    -0.000,     0.163,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.650
     1.230e-9,  2.542130e-3,  0.000000e-3,    -0.001,     0.000,    -0.000,     0.207,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.650
     1.240e-9,  2.338876e-3,  0.000000e-3,    -0.002,     0.000,    -0.000,     0.249,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.650
     1.250e-9,  1.995164e-3,  0.000000e-3,    -0.003,     0.000,    -0.000,     0.286,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.650
     1.260e-9,  1.488018e-3,  0.000000e-3,    -0.003,     0.000,    -0.000,     0.316,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.650
     1.270e-9,  1.442785e-3,  0.000000e-3,    -0.003,     0.000,     0.000,     0.340,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.650
     1.280e-9,  1.602634e-3,  0.000000e-3,    -0.003,     0.000,     0.000,     0.359,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.650
     1.290e-9,  1.647163e-3,  0.000000e-3,    -0.003,     0.000,     0.000,     0.372,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.650
     1.300e-9,  1.480777e-3,  0.000000e-3,    -0.003,     0.000,     0.000,     0.378,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650
     1.310e-9,  1.621824e-3,  0.000000e-3,    -0.003,     0.000,     0.000,     0.376,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650
     1.320e-9,  1.600634e-3,  0.000000e-3,    -0.003,     0.000,     0.000,     0.367,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650
     1.330e-9,  1.334360e-3,  0.000000e-3,    -0.003,     0.000,     0.001,     0.351,    -0.000,    -0.000,     0.000,    -0.000,    -0.000,    -0.000,     0.000,    -0.000,    -0.000,    -0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650
     1.340e-9,  1.146454e-3,  0.000000e-3,    -0.002,     0.000,     0.002,     0.330,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650
     1.350e-9,  1.052073e-3,  0.000000e-3,    -0.002,     0.000,     0.005,     0.306,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650
     1.360e-9,  0.647569e-3,  0.000000e-3,    -0.002,     0.000,     0.010,     0.281,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650
     1.370e-9,  0.695479e-3,  0.000000e-3,    -0.002,     0.000,     0.019,     0.255,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650
     1.380e-9,  0.789149e-3,  0.000000e-3,    -0.001,     0.000,     0.034,     0.229,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650
     1.390e-9,  0.963647e-3,  0.000000e-3,    -0.001,     0.000,     0.055,     0.205,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650
     1.400e-9,  0.956477e-3,  0.000000e-3,    -0.001,     0.000,     0.083,     0.181,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650
     1.410e-9,  1.924450e-3,  0.000000e-3,    -0.001,     0.000,     0.120,     0.159,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650
     1.420e-9,  2.033493e-3,  0.000000e-3,    -0.001,     0.000,     0.165,     0.137,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650
     1.430e-9,  2.356145e-3,  0.000000e-3,    -0.000,     0.000,     0.220,     0.118,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650
     1.440e-9,  2.684061e-3,  0.000000e-3,    -0.000,     0.000,     0.283,     0.100,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650
     1.450e-9,  2.937418e-3,  0.000000e-3,    -0.000,     0.000,     0.354,     0.084,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650
