Time(s),IDD(A),ISS(A),P1(V),P0(V),P3(V),P2(V),AixBi(V),AixBi(V),AixBi(V),AixBi(V),P4(V),AixBi(V),AixBi(V),AixBi(V),AixBi(V),P5(V),AixBi(V),AixBi(V),AixBi(V),AixBi(V),P6(V),P7(V),AixBi(V),AixBi(V),AixBi(V),AixBi(V),B2(V),B3(V),A1(V),A2(V),B0(V),B1(V),A0(V),A3(V)
     0.720e-9,  2.882293e-3,  0.000000e-3,    -0.116,    -0.075,     0.750,     0.544,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.000,     0.000,     0.000,    -0.067,     0.014,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.750,     0.750,     0.000,     0.000,     0.000,     0.750
     0.730e-9,  3.416470e-3,  0.000000e-3,    -0.114,    -0.047,     0.750,     0.532,    -0.000,    -0.000,    -0.000,    -0.000,     0.750,    -0.000,    -0.000,    -0.000,    -0.000,     0.750,    -0.000,    -0.000,    -0.000,    -0.000,    -0.083,     0.015,    -0.000,    -0.000,    -0.000,    -0.000,     0.000,     0.000,     0.750,     0.750,     0.000,     0.000,     0.000,     0.750
     0.740e-9,  4.330164e-3,  0.000000e-3,    -0.100,    -0.020,     0.750,     0.532,    -0.000,    -0.000,    -0.000,    -0.000,     0.750,    -0.000,    -0.000,    -0.000,    -0.000,     0.750,    -0.000,    -0.000,    -0.000,    -0.000,    -0.090,     0.016,    -0.000,    -0.000,    -0.000,    -0.000,     0.000,     0.000,     0.750,     0.750,     0.000,     0.000,     0.000,     0.750
     0.750e-9,  4.323223e-3,  0.000000e-3,    -0.079,     0.004,     0.750,     0.552,    -0.000,    -0.000,    -0.000,    -0.000,     0.750,    -0.000,    -0.000,    -0.000,    -0.000,     0.750,    -0.000,    -0.000,    -0.000,    -0.000,    -0.087,     0.015,    -0.000,    -0.000,    -0.000,    -0.000,     0.000,     0.000,     0.750,     0.750,     0.000,     0.000,     0.750,     0.750
     0.760e-9,  4.310135e-3,  0.000000e-3,    -0.055,     0.022,     0.750,     0.586,    -0.000,    -0.000,    -0.000,    -0.000,     0.750,    -0.000,    -0.000,    -0.000,    -0.000,     0.750,    -0.000,    -0.000,    -0.000,    -0.000,    -0.079,     0.014,    -0.000,    -0.000,    -0.000,    -0.000,     0.000,     0.000,     0.750,     0.750,     0.000,     0.000,     0.750,     0.750
     0.770e-9,  3.193597e-3,  0.000000e-3,    -0.033,     0.034,     0.750,     0.633,    -0.000,    -0.000,    -0.000,    -0.000,     0.750,    -0.000,    -0.000,    -0.000,    -0.000,     0.750,    -0.000,    -0.000,    -0.000,    -0.000,    -0.065,     0.010,    -0.000,    -0.000,    -0.000,    -0.000,     0.000,     0.000,     0.750,     0.750,     0.000,     0.000,     0.750,     0.750
     0.780e-9,  2.905646e-3,  0.000000e-3,    -0.014,     0.039,     0.750,     0.691,    -0.000,    -0.000,    -0.000,    -0.000,     0.750,    -0.000,    -0.000,    -0.000,    -0.000,     0.750,    -0.000,    -0.000,    -0.000,    -0.000,    -0.049,     0.007,    -0.000,    -0.000,    -0.000,    -0.000,     0.000,     0.000,     0.750,     0.750,     0.000,     0.000,     0.750,     0.750
     0.790e-9,  2.690391e-3,  0.000000e-3,     0.002,     0.038,     0.750,     0.756,    -0.000,    -0.000,    -0.000,    -0.000,     0.750,    -0.000,    -0.000,    -0.000,    -0.000,     0.750,    -0.000,    -0.000,    -0.000,    -0.000,    -0.033,     0.002,    -0.000,    -0.000,    -0.000,    -0.000,     0.000,     0.000,     0.750,     0.750,     0.000,     0.000,     0.750,     0.750
     0.800e-9,  3.989990e-3,  0.000000e-3,     0.017,     0.032,     0.750,     0.800,    -0.000,    -0.000,    -0.000,    -0.000,     0.750,    -0.000,    -0.000,    -0.000,    -0.000,     0.750,    -0.000,    -0.000,    -0.000,    -0.000,    -0.017,    -0.002,    -0.000,    -0.000,    -0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.000,     0.000
     0.810e-9,  4.372875e-3,  0.000000e-3,     0.035,     0.024,     0.750,     0.813,    -0.000,    -0.000,    -0.000,    -0.000,     0.750,    -0.000,    -0.000,    -0.000,    -0.000,     0.750,    -0.000,    -0.000,    -0.000,    -0.000,    -0.003,    -0.008,    -0.000,    -0.000,    -0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.000,     0.000
     0.820e-9,  5.667417e-3,  0.000000e-3,     0.064,     0.014,     0.750,     0.806,    -0.000,    -0.000,    -0.000,    -0.000,     0.750,    -0.000,    -0.000,    -0.000,    -0.000,     0.750,    -0.000,    -0.000,    -0.000,    -0.000,     0.008,    -0.012,    -0.000,    -0.000,    -0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.000,     0.000
     0.830e-9,  6.058590e-3,  0.000000e-3,     0.107,     0.005,     0.750,     0.780,    -0.000,    -0.000,    -0.000,    -0.000,     0.750,    -0.000,    -0.000,    -0.000,    -0.000,     0.750,    -0.000,    -0.000,    -0.000,    -0.000,     0.016,    -0.018,    -0.000,    -0.000,    -0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.000,     0.000
     0.840e-9,  8.139435e-3,  0.000000e-3,     0.162,    -0.003,     0.750,     0.745,    -0.000,    -0.000,    -0.000,    -0.000,     0.750,    -0.000,    -0.000,    -0.000,    -0.000,     0.750,    -0.000,    -0.000,    -0.000,    -0.000,     0.021,    -0.022,    -0.000,    -0.000,    -0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.000,     0.000
     0.850e-9,  8.905876e-3,  0.000000e-3,     0.225,    -0.009,     0.750,     0.725,    -0.000,    -0.000,    -0.000,    -0.000,     0.750,    -0.000,    -0.000,    -0.000,    -0.000,     0.750,    -0.000,    -0.000,    -0.000,    -0.000,     0.024,    -0.027,    -0.000,    -0.000,    -0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.750,     0.000
     0.860e-9, 10.720400e-3,  0.000000e-3,     0.295,    -0.012,     0.750,     0.722,     0.000,     0.000,     0.000,    -0.000,     0.750,     0.000,     0.000,    -0.000,     0.000,     0.750,     0.000,     0.000,    -0.000,     0.000,     0.024,    -0.030,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.750,     0.000
     0.870e-9, 10.416651e-3,  0.000000e-3,     0.370,    -0.013,     0.750,     0.734,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.000,     0.000,     0.000,     0.749,     0.000,     0.000,     0.000,     0.000,     0.021,    -0.033,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.750,     0.000
     0.880e-9,  9.968897e-3,  0.000000e-3,     0.451,    -0.012,     0.750,     0.750,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.000,     0.000,     0.000,     0.743,     0.000,     0.000,     0.000,     0.000,     0.018,    -0.034,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.750,     0.000
     0.890e-9,  7.694114e-3,  0.000000e-3,     0.535,    -0.009,     0.750,     0.761,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.000,     0.000,     0.000,     0.729,     0.000,     0.000,     0.000,     0.000,     0.014,    -0.037,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.750,     0.000
     0.900e-9,  6.981461e-3,  0.000000e-3,     0.622,    -0.006,     0.750,     0.763,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.000,     0.000,     0.000,     0.703,     0.000,     0.000,     0.000,     0.000,     0.009,    -0.037,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.750,     0.000,     0.000,     0.000
     0.910e-9,  6.253239e-3,  0.000000e-3,     0.712,    -0.002,     0.750,     0.758,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.000,     0.000,     0.000,     0.661,     0.000,     0.000,     0.000,     0.000,     0.005,    -0.038,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.750,     0.000,     0.000,     0.000
     0.920e-9,  5.974928e-3,  0.000000e-3,     0.803,     0.001,     0.750,     0.751,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.000,     0.000,     0.000,     0.609,     0.000,     0.000,     0.000,     0.000,     0.001,    -0.037,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.750,     0.000,     0.000,     0.000
     0.930e-9,  6.397470e-3,  0.000000e-3,     0.847,     0.003,     0.750,     0.745,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.000,     0.000,     0.000,     0.547,     0.000,     0.000,     0.000,     0.000,    -0.003,    -0.037,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.750,     0.000,     0.000,     0.000
     0.940e-9,  8.135589e-3,  0.000000e-3,     0.866,     0.004,     0.750,     0.744,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.000,     0.000,     0.000,     0.478,     0.000,     0.000,     0.000,     0.000,    -0.005,    -0.036,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.750,     0.000,     0.000,     0.000
     0.950e-9,  7.169833e-3,  0.000000e-3,     0.862,     0.005,     0.750,     0.746,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.000,     0.000,     0.000,     0.403,     0.000,     0.000,     0.000,     0.000,    -0.006,    -0.036,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.750,     0.000,     0.750,     0.000
     0.960e-9,  6.287532e-3,  0.000000e-3,     0.839,     0.004,     0.750,     0.749,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.000,     0.000,     0.000,     0.324,     0.000,     0.000,     0.000,     0.000,    -0.007,    -0.034,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.750,     0.000,     0.750,     0.000
     0.970e-9,  5.123026e-3,  0.000000e-3,     0.802,     0.003,     0.750,     0.752,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.000,     0.000,     0.000,     0.240,     0.000,     0.000,     0.000,     0.000,    -0.006,    -0.034,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.750,     0.000,     0.750,     0.000
     0.980e-9,  5.082428e-3,  0.000000e-3,     0.753,     0.002,     0.750,     0.753,     0.003,     0.000,    -0.000,     0.000,     0.750,    -0.000,    -0.000,     0.000,     0.000,     0.156,    -0.000,    -0.000,     0.000,     0.000,    -0.005,    -0.033,    -0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.750,     0.000,     0.750,     0.000
     0.990e-9,  3.733122e-3,  0.000000e-3,     0.717,     0.001,     0.750,     0.752,     0.016,     0.000,    -0.000,    -0.000,     0.750,    -0.000,    -0.000,    -0.000,    -0.000,     0.078,    -0.000,    -0.000,    -0.000,    -0.000,    -0.004,    -0.033,    -0.000,    -0.000,    -0.000,    -0.000,     0.000,     0.000,     0.750,     0.000,     0.750,     0.000,     0.750,     0.000
     1.000e-9,  5.846966e-3,  0.000000e-3,     0.710,    -0.000,     0.750,     0.751,     0.048,    -0.000,    -0.000,    -0.000,     0.750,    -0.000,    -0.000,    -0.000,    -0.000,     0.009,    -0.000,    -0.000,    -0.000,    -0.000,    -0.003,    -0.031,    -0.000,    -0.000,    -0.000,    -0.000,     0.000,     0.000,     0.000,     0.750,     0.750,     0.000,     0.000,     0.000
     1.010e-9,  9.468143e-3,  0.000000e-3,     0.722,    -0.001,     0.750,     0.749,     0.093,    -0.000,    -0.000,    -0.000,     0.750,    -0.000,    -0.000,    -0.000,    -0.000,    -0.046,    -0.000,    -0.000,    -0.000,    -0.000,    -0.002,    -0.032,    -0.000,    -0.000,    -0.000,    -0.000,     0.000,     0.000,     0.000,     0.750,     0.750,     0.000,     0.000,     0.000
     1.020e-9, 12.724278e-3,  0.000000e-3,     0.745,    -0.002,     0.750,     0.749,     0.148,    -0.000,    -0.000,    -0.000,     0.750,    -0.000,    -0.000,    -0.000,    -0.000,    -0.085,    -0.000,    -0.000,    -0.000,    -0.000,    -0.000,    -0.031,    -0.000,    -0.000,    -0.000,    -0.000,     0.000,     0.000,     0.000,     0.750,     0.750,     0.000,     0.000,     0.000
     1.030e-9, 13.223018e-3,  0.000000e-3,     0.763,    -0.002,     0.750,     0.749,     0.212,    -0.000,    -0.000,    -0.000,     0.750,    -0.000,    -0.000,    -0.000,    -0.000,    -0.107,    -0.000,    -0.000,    -0.000,    -0.000,     0.001,    -0.032,    -0.000,    -0.000,    -0.000,    -0.000,     0.000,     0.000,     0.000,     0.750,     0.750,     0.000,     0.000,     0.000
     1.040e-9, 14.943596e-3,  0.000000e-3,     0.770,    -0.001,     0.750,     0.750,     0.283,    -0.000,    -0.000,    -0.000,     0.750,    -0.000,    -0.000,    -0.000,    -0.000,    -0.113,    -0.000,    -0.000,    -0.000,    -0.000,     0.001,    -0.031,    -0.000,    -0.000,    -0.000,    -0.000,     0.000,     0.000,     0.000,     0.750,     0.750,     0.000,     0.000,     0.000
     1.050e-9, 13.691643e-3,  0.000000e-3,     0.768,    -0.001,     0.750,     0.750,     0.359,    -0.000,    -0.000,    -0.000,     0.750,    -0.000,    -0.000,    -0.000,    -0.000,    -0.106,    -0.000,    -0.000,    -0.000,    -0.000,     0.002,    -0.032,    -0.000,    -0.000,    -0.000,    -0.000,     0.000,     0.000,     0.000,     0.750,     0.750,     0.000,     0.750,     0.000
     1.060e-9, 12.512605e-3,  0.000000e-3,     0.761,    -0.001,     0.750,     0.751,     0.437,    -0.000,    -0.000,    -0.000,     0.750,    -0.000,    -0.000,    -0.000,    -0.000,    -0.090,    -0.000,    -0.000,    -0.000,    -0.000,     0.002,    -0.031,    -0.000,    -0.000,    -0.000,    -0.000,     0.000,     0.000,     0.000,     0.750,     0.750,     0.000,     0.750,     0.000
     1.070e-9,  9.594585e-3,  0.000000e-3,     0.753,    -0.000,     0.750,     0.750,     0.507,    -0.000,    -0.000,     0.000,     0.750,    -0.000,    -0.000,    -0.000,    -0.000,    -0.067,    -0.000,    -0.000,    -0.000,    -0.000,     0.002,    -0.033,    -0.000,    -0.000,    -0.000,    -0.000,     0.000,     0.000,     0.000,     0.750,     0.750,     0.000,     0.750,     0.000
     1.080e-9,  7.708938e-3,  0.000000e-3,     0.747,     0.000,     0.750,     0.750,     0.564,    -0.000,    -0.000,     0.000,     0.750,    -0.000,    -0.000,    -0.000,    -0.000,    -0.043,    -0.000,    -0.000,    -0.000,    -0.000,     0.002,    -0.032,    -0.000,    -0.000,    -0.000,    -0.000,     0.000,     0.000,     0.000,     0.750,     0.750,     0.000,     0.750,     0.000
     1.090e-9,  4.386288e-3,  0.000000e-3,     0.742,     0.001,     0.750,     0.750,     0.609,    -0.000,    -0.000,     0.003,     0.750,    -0.000,    -0.000,    -0.000,    -0.000,    -0.019,    -0.000,    -0.000,    -0.000,    -0.000,     0.001,    -0.033,    -0.000,    -0.000,    -0.000,    -0.000,     0.000,     0.000,     0.000,     0.750,     0.750,     0.000,     0.750,     0.000
     1.100e-9,  4.498540e-3,  0.000000e-3,     0.735,     0.001,     0.750,     0.750,     0.642,    -0.000,     0.000,     0.013,     0.750,     0.000,     0.000,     0.000,     0.000,     0.001,     0.000,     0.000,     0.000,     0.000,     0.001,    -0.032,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.750,     0.750,     0.750,     0.000,     0.000,     0.000
     1.110e-9,  3.418392e-3,  0.000000e-3,     0.720,     0.001,     0.750,     0.750,     0.659,    -0.000,     0.000,     0.039,     0.750,     0.000,     0.000,     0.000,     0.000,     0.017,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.033,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.750,     0.750,     0.750,     0.000,     0.000,     0.000
     1.120e-9,  4.590576e-3,  0.000000e-3,     0.691,     0.000,     0.750,     0.750,     0.664,     0.000,     0.000,     0.079,     0.750,     0.000,     0.000,     0.000,     0.000,     0.028,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.033,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.750,     0.750,     0.750,     0.000,     0.000,     0.000
     1.130e-9,  4.311072e-3,  0.000000e-3,     0.648,     0.000,     0.750,     0.750,     0.657,     0.000,     0.000,     0.131,     0.750,     0.000,     0.000,     0.000,     0.000,     0.034,     0.000,     0.000,     0.000,     0.000,    -0.000,    -0.033,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.750,     0.750,     0.750,     0.000,     0.000,     0.000
